rank,rankType,officialRank,officialMarketShare,estimatedScore,title,source,libraryId,popularityRank,snippets,tokens,updateUtc,updateAgo,trustScore,verified,benchmarkScore,type,docsRepoUrl,docsSiteUrl,score_popularity,score_snippets,score_tokens,score_trust,score_verified,score_recency
268,estimated,,,0.586105,Nuqs,/47ng/nuqs,,420,195,56067,2026-03-03T12:47:41.276000Z,6d,9.1,True,90.2,repo,https://github.com/47ng/nuqs,,0.543537,0.366476,0.576733,0.91,1.0,0.814161
269,estimated,,,0.586025,FastMCP,/llmstxt/gofastmcp_llms_txt,,295,2208,499654,2026-02-13T03:00:29.271000Z,25d,8.8,,74.4,llmstxt,https://gofastmcp.com/llms.txt,,0.578071,0.534656,0.692105,0.88,0.0,0.542932
270,estimated,,,0.586016,Effect,/llmstxt/effect_website_llms-full_txt,,431,11944,1932982,2025-09-25T22:11:01.511000Z,5mo,9,,88.7,llmstxt,https://effect.website/llms-full.txt,,0.541009,0.651843,0.763464,0.9,0.0,0.153487
271,estimated,,,0.585917,Vogen,/stevedunn/vogen,,9038,373568,59122976,2025-09-30T06:04:24.573000Z,5mo,9.9,True,47.2,repo,https://github.com/stevedunn/vogen,,0.24291,0.890887,0.943882,0.99,1.0,0.156963
272,estimated,,,0.585296,Flet,/flet-dev/flet,,586,800,185951,2026-02-01T19:07:06.728000Z,1mo,9.4,True,94,repo,https://github.com/flet-dev/flet,,0.510953,0.464221,0.63997,0.94,1.0,0.450557
273,estimated,,,0.58519,Quarkus,/quarkusio/quarkus,,427,5289,1467380,2026-02-16T12:42:14.978000Z,21d,8.1,,92.2,repo,https://github.com/quarkusio/quarkus,,0.541921,0.59529,0.748928,0.81,0.0,0.578575
274,estimated,,,0.584916,Apache Superset,/apache/superset,,1217,1486,450314,2026-03-04T11:03:33.943000Z,5d,9.1,True,82.5,repo,https://github.com/apache/superset,,0.439396,0.507176,0.686621,0.91,1.0,0.835188
275,estimated,,,0.584893,Envoy Gateway,/envoyproxy/gateway,,1158,8780,1043355,2025-10-29T00:00:03.422000Z,4mo,9,True,86.4,repo,https://github.com/envoyproxy/gateway,,0.444264,0.630477,0.73094,0.9,1.0,0.184751
276,estimated,,,0.584824,Assistant UI,/assistant-ui/assistant-ui,,240,1273,300492,2026-03-01T11:07:40.841000Z,8d,7.8,,79.2,repo,https://github.com/assistant-ui/assistant-ui,,0.598222,0.496441,0.665284,0.78,0.0,0.770867
277,estimated,,,0.584483,FastMCP,/llmstxt/gofastmcp_llms-full_txt,,584,6744,1816365,2026-02-18T06:54:17.872000Z,20d,8.8,,57.6,llmstxt,https://gofastmcp.com/llms-full.txt,,0.511287,0.612162,0.760182,0.88,0.0,0.598884
278,estimated,,,0.584336,G2,/antvis/g2,,894,1750,672047,2025-12-16T07:23:20.438000Z,2mo,10,True,80.6,repo,https://github.com/antvis/g2,,0.469603,0.518523,0.707739,1.0,1.0,0.262989
279,estimated,,,0.584247,Godot Engine,/godotengine/godot,,280,72,37491,2026-02-18T05:44:19.632000Z,20d,9.9,True,72.1,repo,https://github.com/godotengine/godot,,0.583169,0.2979,0.555506,0.99,1.0,0.598304
280,estimated,,,0.582654,Istio,/istio/istio.io,,1306,7796,1672987,2025-10-28T14:38:56.026000Z,4mo,9.1,True,75.7,repo,https://github.com/istio/istio.io,,0.432483,0.622225,0.755845,0.91,1.0,0.184309
281,estimated,,,0.582371,Haystack,/deepset-ai/haystack,,1313,7771,1040187,2025-10-24T04:31:38.616000Z,4mo,9.5,True,74.7,repo,https://github.com/deepset-ai/haystack,,0.431959,0.622002,0.73078,0.95,1.0,0.179434
282,estimated,,,0.582116,Vue.js,/llmstxt/vuejs_llms-full_txt,,1202,1870,541358,2026-02-07T19:31:02.097000Z,1mo,10,True,81.9,llmstxt,https://vuejs.org/llms-full.txt,,0.440611,0.523125,0.696333,1.0,1.0,0.495314
283,estimated,,,0.582102,Sentence Transformers,/huggingface/sentence-transformers,,644,578,203664,2026-02-20T10:10:11.987000Z,17d,9,True,93.8,repo,https://github.com/huggingface/sentence-transformers,,0.501716,0.441685,0.644769,0.9,1.0,0.625559
284,estimated,,,0.58162,Amazon Web Services (AWS) Documentation,/llmstxt/aws_amazon_llms-full_txt,,3398,10728,4522155,2026-02-18T10:50:44.341000Z,19d,9.9,True,36.3,llmstxt,https://docs.aws.amazon.com/llms-full.txt,,0.33879,0.644389,0.808293,0.99,1.0,0.600853
285,estimated,,,0.581146,ElevenLabs JS,/elevenlabs/elevenlabs-js,,505,462,94484,2026-02-16T06:57:03.601000Z,22d,9,True,76.3,repo,https://github.com/elevenlabs/elevenlabs-js,,0.525509,0.426162,0.604259,0.9,1.0,0.575912
286,estimated,,,0.58092,Terraform Oracle Cloud Infrastructure Provider,/oracle/terraform-provider-oci,,2251,12360,6738901,2025-08-04T20:21:16.857000Z,7mo,9.9,True,62.3,repo,https://github.com/oracle/terraform-provider-oci,,0.379146,0.65422,0.829334,0.99,1.0,0.121196
287,estimated,,,0.580525,NATS.io,/nats-io/nats.docs,,1037,2828,787452,2025-11-23T12:43:47.120000Z,3mo,9.7,True,65.9,repo,https://github.com/nats-io/nats.docs,,0.455073,0.551833,0.716098,0.97,1.0,0.219217
288,estimated,,,0.580309,Cloudflare Workers,/llmstxt/developers_cloudflare_workers_llms-full_txt,,1301,46230,11492170,2025-09-27T12:20:40.616000Z,5mo,10,,73.4,llmstxt,https://developers.cloudflare.com/workers/llms-full.txt,,0.432858,0.74581,0.857487,1.0,0.0,0.154746
289,estimated,,,0.580138,Prettier,/prettier/prettier,,1194,1815,377039,2026-02-23T23:07:00.625000Z,14d,9.2,True,95.8,repo,https://github.com/prettier/prettier,,0.441265,0.521054,0.677254,0.92,1.0,0.675407
290,estimated,,,0.579947,Sequelize,/sequelize/website,,1246,7066,1217215,2025-10-30T09:01:00.984000Z,4mo,9,True,79.7,repo,https://github.com/sequelize/website,,0.437089,0.615399,0.739069,0.9,1.0,0.186329
291,estimated,,,0.57947,Qdrant Client,/qdrant/qdrant-client,,379,76,20642,2026-03-05T20:16:24.848000Z,4d,9.8,True,79.8,repo,https://github.com/qdrant/qdrant-client,,0.553581,0.301604,0.52403,0.98,1.0,0.868655
292,estimated,,,0.579267,Mem0,/mem0ai/mem0,,388,1354,357980,2026-03-04T13:15:04.688000Z,5d,8.8,,78.8,repo,https://github.com/mem0ai/mem0,,0.551287,0.500721,0.674518,0.88,0.0,0.837317
293,estimated,,,0.578598,Redux Toolkit,/reduxjs/redux-toolkit,,534,808,255470,2025-11-25T01:58:53.211000Z,3mo,9.2,True,84.1,repo,https://github.com/reduxjs/redux-toolkit,,0.520046,0.464911,0.656723,0.92,1.0,0.221732
294,estimated,,,0.578394,OpenShift,/openshift/openshift-docs,,2775,21342,5867540,2025-11-14T08:57:54.180000Z,3mo,9.5,True,93.8,repo,https://github.com/openshift/openshift-docs,,0.358639,0.692143,0.822031,0.95,1.0,0.205469
295,estimated,,,0.578086,Podman,/containers/podman,,1588,1539,614563,2026-03-04T10:05:22.876000Z,5d,9.3,True,90.2,repo,https://github.com/containers/podman,,0.41333,0.509607,0.703023,0.93,1.0,0.834249
296,estimated,,,0.577541,Bubbletea,/charmbracelet/bubbletea,,307,57,19349,2026-03-03T12:15:17.689000Z,6d,9.4,True,68,repo,https://github.com/charmbracelet/bubbletea,,0.574175,0.281929,0.520618,0.94,1.0,0.813664
297,estimated,,,0.577335,Effect,/llmstxt/effect_website_llms-small_txt,,601,16039,2473126,2025-09-23T16:57:12.841000Z,5mo,9,,88.7,llmstxt,https://effect.website/llms-small.txt,,0.508479,0.67231,0.776461,0.9,0.0,0.151765
298,estimated,,,0.577248,Pino,/pinojs/pino,,449,225,60850,2026-02-20T05:57:42.137000Z,18d,9.2,True,85.7,repo,https://github.com/pinojs/pino,,0.537007,0.376365,0.58105,0.92,1.0,0.62328
299,estimated,,,0.577242,Shopware 6,/shopware/shopware,,1034,2121,694739,2025-12-10T17:03:55.703000Z,2mo,9.7,True,59.6,repo,https://github.com/shopware/shopware,,0.455356,0.531866,0.709491,0.97,1.0,0.25069
300,estimated,,,0.576676,OpenTelemetry JavaScript Client,/open-telemetry/opentelemetry-js,,470,244,79587,2026-02-15T11:45:13.265000Z,22d,9.3,True,91,repo,https://github.com/open-telemetry/opentelemetry-js,,0.532536,0.38197,0.595209,0.93,1.0,0.567203
301,estimated,,,0.576538,Resend Node.js SDK,/resend/resend-node,,269,33,10141,2026-03-07T08:11:04.234000Z,3d,9.5,True,85.5,repo,https://github.com/resend/resend-node,,0.587083,0.244846,0.486545,0.95,1.0,0.907994
302,estimated,,,0.576486,OpenTelemetry Collector Contrib,/open-telemetry/opentelemetry-collector-contrib,,689,1265,352704,2025-11-16T13:02:46.513000Z,3mo,9.3,True,68.3,repo,https://github.com/open-telemetry/opentelemetry-collector-contrib,,0.495104,0.496004,0.673734,0.93,1.0,0.208569
303,estimated,,,0.576122,Electron Vite,/alex8088/electron-vite-docs,,401,115,30452,2026-03-03T14:49:09.572000Z,6d,9.1,True,85.7,repo,https://github.com/alex8088/electron-vite-docs,,0.548064,0.330057,0.544538,0.91,1.0,0.816029
304,estimated,,,0.575774,Supabase CLI,/supabase/cli,,220,52,13888,2026-02-13T03:08:30.643000Z,25d,9.5,True,92.5,repo,https://github.com/supabase/cli,,0.606715,0.27567,0.503128,0.95,1.0,0.542987
305,estimated,,,0.575505,Monaco Editor,/microsoft/monaco-editor,,963,911,301679,2026-02-05T20:29:29.571000Z,1mo,9.9,True,83.6,repo,https://github.com/microsoft/monaco-editor,,0.462323,0.473232,0.665492,0.99,1.0,0.479792
306,estimated,,,0.575354,Pi,/badlogic/pi-mono,,918,717,211916,2026-02-26T12:49:08.281000Z,11d,9.1,True,80.6,repo,https://github.com/badlogic/pi-mono,,0.467009,0.456625,0.646864,0.91,1.0,0.716901
307,estimated,,,0.575063,Keycloak,/keycloak/keycloak,,347,1455,690067,2026-02-19T07:02:55.675000Z,19d,8.4,,65.9,repo,https://github.com/keycloak/keycloak,,0.562205,0.505713,0.709135,0.84,0.0,0.611158
308,estimated,,,0.574761,HTTPX,/encode/httpx,,149,208,52035,2026-03-10T02:25:08.913000Z,6h,7.5,,90,repo,https://github.com/encode/httpx,,0.644704,0.370935,0.572796,0.75,0.0,0.99075
309,estimated,,,0.574681,React Day Picker,/gpbl/react-day-picker,,358,140,29900,2026-02-18T01:15:52.282000Z,20d,9.3,True,90.4,repo,https://github.com/gpbl/react-day-picker,,0.559154,0.343608,0.543573,0.93,1.0,0.596087
310,estimated,,,0.573853,Apache Camel,/apache/camel,,1800,10926,2616136,2025-08-15T12:50:50.142000Z,6mo,9.1,True,80.2,repo,https://github.com/apache/camel,,0.401053,0.645659,0.779426,0.91,1.0,0.126665
311,estimated,,,0.573685,Discord,/discord/discord-api-docs,,1433,1840,726308,2026-02-18T08:26:28.531000Z,20d,9.2,True,75.5,repo,https://github.com/discord/discord-api-docs,,0.423392,0.522003,0.711835,0.92,1.0,0.59965
312,estimated,,,0.573617,Redis Py,/redis/redis-py,,355,254,62618,2026-01-12T15:26:10.588000Z,1mo,9,True,89.3,repo,https://github.com/redis/redis-py,,0.559977,0.384748,0.582561,0.9,1.0,0.34587
313,estimated,,,0.573164,Nautilus Trader,/nautechsystems/nautilus_trader,,263,896,338612,2026-02-18T02:23:11.515000Z,20d,8.3,,82.4,repo,https://github.com/nautechsystems/nautilus_trader,,0.589286,0.47208,0.671584,0.83,0.0,0.596642
314,estimated,,,0.573065,Milvus,/milvus-io/milvus-docs,,1355,3240,1000146,2025-11-17T16:08:50.544000Z,3mo,9.8,True,84.9,repo,https://github.com/milvus-io/milvus-docs,,0.428875,0.561273,0.728709,0.98,1.0,0.210219
315,estimated,,,0.572377,OpenRewrite,/openrewrite/rewrite-docs,,3730,36627,6527990,2025-06-10T16:50:50.495000Z,9mo,9.9,True,,repo,https://github.com/openrewrite/rewrite-docs,,0.329654,0.729643,0.827657,0.99,1.0,0.099115
316,estimated,,,0.572253,Notion API,/llmstxt/developers_notion_llms_txt,,1419,37289,9596002,2025-10-01T23:35:53.003000Z,5mo,10,,61.9,llmstxt,https://developers.notion.com/llms.txt,,0.424354,0.730887,0.847976,1.0,0.0,0.158397
317,estimated,,,0.572169,Undici,/nodejs/undici,,1143,3666,1126595,2025-08-20T02:22:18.690000Z,6mo,9.1,True,78.9,repo,https://github.com/nodejs/undici,,0.445541,0.569847,0.734989,0.91,1.0,0.129153
318,estimated,,,0.571913,MUI X,/mui/mui-x,,344,1916,482189,2026-02-18T10:48:28.675000Z,19d,8,,84.1,repo,https://github.com/mui/mui-x,,0.563054,0.524812,0.690228,0.8,0.0,0.600835
319,estimated,,,0.571891,Semantic Kernel,/microsoft/semantic-kernel,,886,1013,354275,2025-12-22T22:18:55.951000Z,2mo,9.9,True,74.7,repo,https://github.com/microsoft/semantic-kernel,,0.470484,0.480593,0.673969,0.99,1.0,0.279197
320,estimated,,,0.571813,G6,/antvis/g6,,1162,2446,577515,2025-10-19T14:57:56.522000Z,4mo,10,True,85.4,repo,https://github.com/antvis/g6,,0.443926,0.541761,0.699743,1.0,1.0,0.174665
321,estimated,,,0.571683,Cocos Creator,/cocos/cocos-docs,,2297,17630,1538387,2025-10-14T07:30:56.570000Z,4mo,9.5,True,64.8,repo,https://github.com/cocos/cocos-docs,,0.377164,0.678877,0.751421,0.95,1.0,0.169427
322,estimated,,,0.571572,RabbitMQ,/rabbitmq/rabbitmq-website,,1864,10673,1700056,2025-10-30T14:07:49.793000Z,4mo,9.1,True,0,repo,https://github.com/rabbitmq/rabbitmq-website,,0.39763,0.644032,0.756691,0.91,1.0,0.186576
323,estimated,,,0.571264,Model Context Protocol,/microsoft/mcp-for-beginners,,2262,4789,2440979,2026-01-15T04:43:34.556000Z,1mo,9.9,True,64.7,repo,https://github.com/microsoft/mcp-for-beginners,,0.378668,0.588397,0.775771,0.99,1.0,0.356362
324,estimated,,,0.571125,Windows PowerShell,/microsoftdocs/windows-powershell-docs,,1412,8531,2599840,2026-03-09T09:08:57.964000Z,23h,8.9,,40,repo,https://github.com/microsoftdocs/windows-powershell-docs,,0.424838,0.62848,0.779097,0.89,0.0,0.967753
325,estimated,,,0.571011,Microsoft SQL Server,/microsoftdocs/sql-docs,,1199,47963,8507079,2025-09-26T19:47:53.766000Z,5mo,8.9,,84,repo,https://github.com/microsoftdocs/sql-docs,,0.440856,0.748365,0.841623,0.89,0.0,0.154197
326,estimated,,,0.570591,Django,/django/django,,1160,7163,2451650,2026-03-05T13:28:15.495000Z,4d,8.8,,87,repo,https://github.com/django/django,,0.444095,0.616346,0.776001,0.88,0.0,0.861584
327,estimated,,,0.570501,Kotlinx Coroutines,/kotlin/kotlinx.coroutines,,643,320,94786,2026-02-16T09:21:06.381000Z,21d,9.5,True,91.4,repo,https://github.com/kotlin/kotlinx.coroutines,,0.501868,0.400729,0.604427,0.95,1.0,0.57702
328,estimated,,,0.570312,Neovim,/neovim/neovim,,1752,5163,1316631,2026-01-13T09:06:30.313000Z,1mo,9.1,True,53.7,repo,https://github.com/neovim/neovim,,0.403701,0.593617,0.74321,0.91,1.0,0.348832
329,estimated,,,0.570135,Avalonia,/avaloniaui/avalonia-docs,,436,1216,354548,2026-03-03T06:49:18.509000Z,7d,8.7,,85.3,repo,https://github.com/avaloniaui/avalonia-docs,,0.53988,0.493263,0.674009,0.87,0.0,0.808699
330,estimated,,,0.570109,LangChainJS,/langchain-ai/langchainjs,,658,339,80233,2026-02-22T22:03:11.726000Z,15d,9.2,True,77.7,repo,https://github.com/langchain-ai/langchainjs,,0.499611,0.404722,0.595635,0.92,1.0,0.659892
331,estimated,,,0.57001,Cilium,/cilium/cilium,,1685,2647,1038589,2026-02-04T17:54:54.771000Z,1mo,9.4,True,71,repo,https://github.com/cilium/cilium,,0.407522,0.547242,0.730699,0.94,1.0,0.471443
332,estimated,,,0.569762,Colyseus,/colyseus/docs,,966,759,192187,2026-02-13T19:12:59.510000Z,24d,9.6,True,91.7,repo,https://github.com/colyseus/docs,,0.462018,0.460572,0.64171,0.96,1.0,0.54965
333,estimated,,,0.569446,Anthropic API,/llmstxt/anthropic_llms-full_txt,,726,8445,2463613,2025-09-05T20:02:21.607000Z,6mo,10,,15,llmstxt,https://docs.anthropic.com/llms-full.txt,,0.489984,0.627776,0.776258,1.0,0.0,0.139181
334,estimated,,,0.56878,Hono,/llmstxt/hono_dev_llms-full_txt,,987,552,110671,2026-02-26T23:30:24.575000Z,11d,9.6,True,80.7,llmstxt,https://hono.dev/llms-full.txt,,0.459912,0.438495,0.6126,0.96,1.0,0.724613
335,estimated,,,0.568622,PowerShell,/microsoftdocs/powershell-docs,,546,2373,779408,2026-02-20T11:30:54.536000Z,17d,8.9,,39.5,repo,https://github.com/microsoftdocs/powershell-docs,,0.517871,0.539658,0.715556,0.89,0.0,0.626291
336,estimated,,,0.568254,React Native Bottom Sheet,/gorhom/react-native-bottom-sheet,,415,90,29825,2026-02-18T08:15:53.965000Z,20d,9.9,True,80.5,repo,https://github.com/gorhom/react-native-bottom-sheet,,0.544708,0.313203,0.543441,0.99,1.0,0.599562
337,estimated,,,0.567962,SymPy,/sympy/sympy,,1637,6114,1012054,2025-09-29T20:41:52.692000Z,5mo,9.5,True,95.4,repo,https://github.com/sympy/sympy,,0.410353,0.605353,0.729333,0.95,1.0,0.156643
338,estimated,,,0.567821,Apify,/apify/apify-docs,,1262,1225,547582,2026-01-17T20:21:24.811000Z,1mo,10,True,85.3,repo,https://github.com/apify/apify-docs,,0.43584,0.493775,0.696936,1.0,1.0,0.367951
339,estimated,,,0.567322,Grafana Foundation SDK,/grafana/grafana-foundation-sdk,,4337,18645,2068426,2026-02-12T20:46:06.273000Z,25d,9.7,True,57.9,repo,https://github.com/grafana/grafana-foundation-sdk,,0.314878,0.682763,0.767036,0.97,1.0,0.540389
340,estimated,,,0.567316,Fumadocs,/llmstxt/fumadocs_dev_llms_txt,,618,4289,1029308,2026-03-03T20:04:59.684000Z,6d,7.3,,78.3,llmstxt,https://fumadocs.dev/llms.txt,,0.505749,0.580742,0.730225,0.73,0.0,0.820926
341,estimated,,,0.566479,Maestro,/mobile-dev-inc/maestro-docs,,291,330,69003,2026-03-09T03:29:54.980000Z,1d,8.9,,85.3,repo,https://github.com/mobile-dev-inc/maestro-docs,,0.579404,0.402859,0.587682,0.89,0.0,0.960458
342,estimated,,,0.566395,Kamal,/basecamp/kamal-site,,841,232,42136,2026-03-05T00:46:28.063000Z,5d,10,True,82.8,repo,https://github.com/basecamp/kamal-site,,0.475588,0.378483,0.561666,1.0,1.0,0.84869
343,estimated,,,0.565941,Scalar,/scalar/scalar,,723,846,172279,2025-12-25T03:42:44.537000Z,2mo,9.2,True,68.4,repo,https://github.com/scalar/scalar,,0.490389,0.468098,0.635942,0.92,1.0,0.2851
344,estimated,,,0.5658,ABP Framework,/abpframework/abp,,715,5996,2063122,2026-02-26T11:33:21.519000Z,11d,7.3,,73.5,repo,https://github.com/abpframework/abp,,0.491478,0.604,0.766901,0.73,0.0,0.716001
345,estimated,,,0.565794,AWS Amplify,/aws-amplify/docs,,995,4615,1264185,2026-03-05T09:16:00.365000Z,4d,8.8,,82.3,repo,https://github.com/aws-amplify/docs,,0.459122,0.585827,0.741066,0.88,0.0,0.857271
346,estimated,,,0.565299,Anthropic Cookbook,/anthropics/anthropic-cookbook,,474,908,376637,2026-03-04T12:56:20.450000Z,5d,8.8,,86.2,repo,https://github.com/anthropics/anthropic-cookbook,,0.531707,0.473003,0.677197,0.88,0.0,0.837013
347,estimated,,,0.565002,OWASP Cheat Sheet Series,/owasp/cheatsheetseries,,779,963,138695,2025-10-15T08:26:39.469000Z,4mo,10,True,78.5,repo,https://github.com/owasp/cheatsheetseries,,0.483086,0.477082,0.624505,1.0,1.0,0.170426
348,estimated,,,0.564988,Nuxt UI,/llmstxt/ui_nuxt_llms-full_txt,,964,15065,2582505,2025-09-23T14:31:55.583000Z,5mo,9.9,,76.1,llmstxt,https://ui.nuxt.com/llms-full.txt,,0.462221,0.667961,0.778744,0.99,0.0,0.151687
349,estimated,,,0.56493,Terraform Provider for Proxmox VE,/bpg/terraform-provider-proxmox,,945,386,115981,2026-03-08T11:59:41.714000Z,1d,8.4,True,84.6,repo,https://github.com/bpg/terraform-provider-proxmox,,0.464171,0.413712,0.615071,0.84,1.0,0.940997
350,estimated,,,0.564803,Prisma,/prisma/prisma,,1004,263,79919,2026-03-04T12:54:49.919000Z,5d,10,True,80.1,repo,https://github.com/prisma/prisma,,0.45824,0.387156,0.595429,1.0,1.0,0.836988
351,estimated,,,0.56463,Chroma,/chroma-core/chroma,,360,1050,296188,2026-02-18T07:35:21.602000Z,20d,8.7,,79.9,repo,https://github.com/chroma-core/chroma,,0.55861,0.483081,0.664523,0.87,0.0,0.599225
352,estimated,,,0.564546,React Native,/facebook/react-native-website,,1901,8937,1094190,2025-10-06T15:40:23.399000Z,5mo,9.2,True,47.9,repo,https://github.com/facebook/react-native-website,,0.395704,0.631708,0.733449,0.92,1.0,0.162401
353,estimated,,,0.564473,PostHog,/posthog/posthog,,1293,1003,326785,2026-02-03T02:24:13.107000Z,1mo,10,True,63.1,repo,https://github.com/posthog/posthog,,0.433463,0.479905,0.669709,1.0,1.0,0.459554
354,estimated,,,0.564445,LLVM Project,/llvm/llvm-project,,7248,96182,42967756,2025-09-07T08:24:56.642000Z,6mo,9,True,79,repo,https://github.com/llvm/llvm-project,,0.264544,0.796677,0.927047,0.9,1.0,0.140167
355,estimated,,,0.564303,ElevenLabs Python,/elevenlabs/elevenlabs-python,,621,495,134948,2026-01-12T14:02:19.534000Z,1mo,9,True,79.27,repo,https://github.com/elevenlabs/elevenlabs-python,,0.505275,0.430942,0.62306,0.9,1.0,0.345638
356,estimated,,,0.564107,grammY,/grammyjs/website,,312,456,148061,2026-03-02T02:39:38.112000Z,8d,8.8,,92.6,repo,https://github.com/grammyjs/website,,0.572596,0.425256,0.627952,0.88,0.0,0.783903
357,estimated,,,0.563861,Redis,/redis/docs,,4176,8096,2775266,2026-03-01T01:26:16.581000Z,9d,9,True,74.1,repo,https://github.com/redis/docs,,0.318585,0.624846,0.782541,0.9,1.0,0.762952
358,estimated,,,0.563717,Compose Multiplatform,/jetbrains/compose-multiplatform,,619,119,50088,2026-03-02T00:26:54.956000Z,8d,9.5,True,37.5,repo,https://github.com/jetbrains/compose-multiplatform,,0.505591,0.332411,0.570785,0.95,1.0,0.78202
359,estimated,,,0.563523,ASP.NET Core,/dotnet/aspnetcore,,568,10049,1626174,2025-10-06T04:02:51.434000Z,5mo,8.3,,45.1,repo,https://github.com/dotnet/aspnetcore,,0.514006,0.639849,0.754348,0.83,0.0,0.161976
360,estimated,,,0.563332,Cloudflare Agents,/cloudflare/agents,,1437,782,231311,2026-03-02T13:50:06.236000Z,7d,9.3,True,82.4,repo,https://github.com/cloudflare/agents,,0.423119,0.462642,0.651483,0.93,1.0,0.793558
361,estimated,,,0.563135,Python Telegram Bot,/python-telegram-bot/python-telegram-bot,,217,305,97457,2026-02-26T21:09:30.364000Z,11d,8.3,,92.5,repo,https://github.com/python-telegram-bot/python-telegram-bot,,0.608055,0.397407,0.605893,0.83,0.0,0.722904
362,estimated,,,0.562947,Reflex Web,/reflex-dev/reflex-web,,1138,1375,424626,2026-01-17T17:53:32.041000Z,1mo,9.1,True,92.8,repo,https://github.com/reflex-dev/reflex-web,,0.44597,0.501789,0.683523,0.91,1.0,0.367488
363,estimated,,,0.562917,Promptfoo,/promptfoo/promptfoo,,558,4214,1159519,2026-02-09T10:44:31.142000Z,28d,7.9,,90.6,repo,https://github.com/promptfoo/promptfoo,,0.515744,0.579517,0.736508,0.79,0.0,0.50905
364,estimated,,,0.562277,Langfuse Python SDK,/langfuse/langfuse-python,,162,260,71317,2026-02-13T02:43:24.032000Z,25d,8.3,,80.8,repo,https://github.com/langfuse/langfuse-python,,0.636556,0.386362,0.589422,0.83,0.0,0.542815
365,estimated,,,0.562208,Jest,/jestjs/jest,,311,1032,303078,2026-03-02T01:52:01.067000Z,8d,6.9,,89.7,repo,https://github.com/jestjs/jest,,0.57291,0.481882,0.665736,0.69,0.0,0.783227
366,estimated,,,0.561841,Autogen,/microsoft/autogen,,834,933,173354,2025-10-04T19:38:40.103000Z,5mo,9.9,True,72.3,repo,https://github.com/microsoft/autogen,,0.476406,0.474887,0.63627,0.99,1.0,0.160804
367,estimated,,,0.561789,Azure SDK for Python,/azure/azure-sdk-for-python,,1513,3614,626804,2025-10-10T03:51:05.899000Z,5mo,9.6,True,81.9,repo,https://github.com/azure/azure-sdk-for-python,,0.41807,0.568855,0.704063,0.96,1.0,0.165544
368,estimated,,,0.561544,Modal Images,/llmstxt/modal_llms-full_txt,,782,5138,1970548,2025-12-05T08:21:33.612000Z,3mo,9.9,,85.3,llmstxt,https://modal.com/llms-full.txt,,0.482709,0.59328,0.764479,0.99,0.0,0.239937
369,estimated,,,0.561502,Docling,/docling-project/docling,,181,358,220487,2026-02-18T04:01:18.980000Z,20d,7.1,,83.3,repo,https://github.com/docling-project/docling,,0.625748,0.408498,0.648955,0.71,0.0,0.597451
370,estimated,,,0.561401,Assistant-UI,/llmstxt/assistant-ui_llms_txt,,567,8748,2808454,2025-09-21T10:01:51.064000Z,5mo,7.9,,63.5,llmstxt,https://www.assistant-ui.com/llms.txt,,0.514178,0.630224,0.783168,0.79,0.0,0.150028
371,estimated,,,0.561358,Medplum,/medplum/medplum,,1413,1522,742024,2025-12-26T22:26:51.227000Z,2mo,9.7,True,80.5,repo,https://github.com/medplum/medplum,,0.424769,0.508837,0.712964,0.97,1.0,0.290008
372,estimated,,,0.560972,Carbon Design System,/carbon-design-system/carbon,,1909,1194,283740,2026-03-03T04:59:13.069000Z,7d,9.5,True,78.8,repo,https://github.com/carbon-design-system/carbon,,0.395293,0.491997,0.662259,0.95,1.0,0.807035
373,estimated,,,0.560943,Transformers.js,/huggingface/transformers.js,,711,108,28445,2026-03-08T15:06:35.437000Z,1d,9.6,True,87,repo,https://github.com/huggingface/transformers.js,,0.492027,0.325735,0.540942,0.96,1.0,0.944843
374,estimated,,,0.560668,Saleor,/saleor/saleor-docs,,3689,5602,1612970,2026-02-21T08:20:32.225000Z,17d,9.7,True,74.5,repo,https://github.com/saleor/saleor-docs,,0.330738,0.599282,0.753918,0.97,1.0,0.637846
375,estimated,,,0.560322,Claude Code Templates,/davila7/claude-code-templates,,1435,2306,645316,2025-08-21T00:18:58.446000Z,6mo,10,True,82.2,repo,https://github.com/davila7/claude-code-templates,,0.423255,0.53767,0.705598,1.0,1.0,0.129664
376,estimated,,,0.560211,Llama.cpp,/ggml-org/llama.cpp,,393,894,361439,2026-02-20T01:57:54.396000Z,18d,8.6,,65.4,repo,https://github.com/ggml-org/llama.cpp,,0.550035,0.471925,0.675025,0.86,0.0,0.621131
377,estimated,,,0.559983,Dioxus,/dioxuslabs/docsite,,1258,2244,516544,2025-11-29T17:35:08.248000Z,3mo,9.1,True,86.4,repo,https://github.com/dioxuslabs/docsite,,0.436151,0.535778,0.693858,0.91,1.0,0.229624
378,estimated,,,0.559022,Qdrant,/llmstxt/qdrant_tech_llms-full_txt,,1149,10154,3617133,2025-11-26T01:44:01.750000Z,3mo,10,,83.1,llmstxt,https://qdrant.tech/llms-full.txt,,0.445028,0.640571,0.796515,1.0,0.0,0.223366
379,estimated,,,0.558963,Discord.js,/discordjs/guide,,605,489,119304,2025-10-23T12:24:50.193000Z,4mo,9.3,True,85.8,repo,https://github.com/discordjs/guide,,0.50783,0.430097,0.616561,0.93,1.0,0.178716
